row_id,order_id,order_date,ship_date,"Ship Mode",cust_id,cust_name,segment,country_region,city,state_province,post_code,region,product_id,category,sub_category,sales,qty,discount,profit
7847,US-2026-140963,2026-06-10,2026-06-13,"First Class",MT-18070,"Michelle Tran","Home Office","United States","Los Angeles",California,90045,West,OFF-LA-10003923,"Office Supplies",Labels,29.60,2.00,0.00,14.80
7848,US-2026-158071,2026-06-10,2026-06-15,"Standard Class",BD-11320,"Bill Donatelli",Consumer,"United States",Seattle,Washington,98103,West,OFF-LA-10004689,"Office Supplies",Labels,11.56,4.00,0.00,5.43
7849,US-2026-131583,2026-06-10,2026-06-10,"Same Day",CL-11890,"Carl Ludwig",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,OFF-PA-10000380,"Office Supplies",Paper,40.03,6.00,0.20,15.01
7850,US-2026-158071,2026-06-10,2026-06-15,"Standard Class",BD-11320,"Bill Donatelli",Consumer,"United States",Seattle,Washington,98103,West,OFF-ST-10001228,"Office Supplies",Storage,15.58,1.00,0.00,3.90
7851,US-2026-107167,2026-06-10,2026-06-14,"Standard Class",ND-18460,"Neil Ducich",Corporate,"United States",Jacksonville,Florida,32216,South,OFF-ST-10003805,"Office Supplies",Storage,1347.52,8.00,0.20,84.22
7852,US-2026-106103,2026-06-10,2026-06-15,"Standard Class",SC-20305,"Sean Christensen",Consumer,"United States","Rochester Hills",Michigan,48307,Central,TEC-AC-10003832,Technology,Accessories,132.52,4.00,0.00,54.33
7853,US-2026-140963,2026-06-10,2026-06-13,"First Class",MT-18070,"Michelle Tran","Home Office","United States","Los Angeles",California,90045,West,TEC-PH-10001924,Technology,Phones,279.96,5.00,0.20,17.50
7854,US-2026-158071,2026-06-10,2026-06-15,"Standard Class",BD-11320,"Bill Donatelli",Consumer,"United States",Seattle,Washington,98103,West,TEC-PH-10002923,Technology,Phones,88.78,3.00,0.20,7.77
7855,US-2026-134565,2026-06-11,2026-06-13,"Second Class",TB-21400,"Tom Boeckenhauer",Consumer,"United States",Seattle,Washington,98103,West,FUR-BO-10001519,Furniture,Bookcases,174.42,3.00,0.00,41.86
7856,US-2026-120418,2026-06-11,2026-06-12,"First Class",BC-11125,"Becky Castell","Home Office","United States",Peoria,Arizona,85345,West,FUR-CH-10001394,Furniture,Chairs,280.79,1.00,0.20,35.10
7857,US-2026-141481,2026-06-11,2026-06-14,"First Class",ZD-21925,"Zuschuss Donatelli",Consumer,"United States","Los Angeles",California,90036,West,OFF-AP-10004532,"Office Supplies",Appliances,61.44,3.00,0.00,16.59
7858,US-2026-102554,2026-06-11,2026-06-15,"Standard Class",KN-16705,"Kristina Nunn","Home Office","United States",Auburn,Alabama,36830,South,OFF-AR-10001919,"Office Supplies",Art,3.76,2.00,0.00,1.09
7859,US-2026-120418,2026-06-11,2026-06-12,"First Class",BC-11125,"Becky Castell","Home Office","United States",Peoria,Arizona,85345,West,OFF-AR-10001955,"Office Supplies",Art,15.87,1.00,0.20,1.98
7860,US-2026-120418,2026-06-11,2026-06-12,"First Class",BC-11125,"Becky Castell","Home Office","United States",Peoria,Arizona,85345,West,OFF-AR-10002956,"Office Supplies",Art,88.04,5.00,0.20,6.60
7861,US-2026-133928,2026-06-11,2026-06-17,"Standard Class",ZC-21910,"Zuschuss Carroll",Consumer,"United States",Hickory,"North Carolina",28601,South,OFF-BI-10001525,"Office Supplies",Binders,4.57,4.00,0.70,-3.81
7862,US-2026-134565,2026-06-11,2026-06-13,"Second Class",TB-21400,"Tom Boeckenhauer",Consumer,"United States",Seattle,Washington,98103,West,OFF-BI-10001759,"Office Supplies",Binders,18.29,6.00,0.20,6.63
7863,US-2026-152002,2026-06-11,2026-06-11,"Same Day",DV-13465,"Dianna Vittorini",Consumer,"United States","Los Angeles",California,90004,West,OFF-PA-10000357,"Office Supplies",Paper,122.97,3.00,0.00,60.26
7864,US-2026-134565,2026-06-11,2026-06-13,"Second Class",TB-21400,"Tom Boeckenhauer",Consumer,"United States",Seattle,Washington,98103,West,OFF-PA-10004243,"Office Supplies",Paper,37.94,2.00,0.00,18.21
7865,US-2026-120418,2026-06-11,2026-06-12,"First Class",BC-11125,"Becky Castell","Home Office","United States",Peoria,Arizona,85345,West,OFF-ST-10001809,"Office Supplies",Storage,215.59,3.00,0.20,-48.51
7866,US-2026-120418,2026-06-11,2026-06-12,"First Class",BC-11125,"Becky Castell","Home Office","United States",Peoria,Arizona,85345,West,OFF-ST-10002370,"Office Supplies",Storage,68.45,4.00,0.20,7.70
7867,US-2026-134565,2026-06-11,2026-06-13,"Second Class",TB-21400,"Tom Boeckenhauer",Consumer,"United States",Seattle,Washington,98103,West,OFF-ST-10004804,"Office Supplies",Storage,102.96,2.00,0.00,1.03
7868,US-2026-134565,2026-06-11,2026-06-13,"Second Class",TB-21400,"Tom Boeckenhauer",Consumer,"United States",Seattle,Washington,98103,West,TEC-MA-10001570,Technology,Machines,385.80,5.00,0.20,130.21
7869,US-2026-108441,2026-06-12,2026-06-18,"Standard Class",SB-20170,"Sarah Bern",Consumer,"United States","New York City","New York",10035,East,FUR-CH-10000595,Furniture,Chairs,858.24,4.00,0.10,143.04
7870,US-2026-143861,2026-06-12,2026-06-19,"Standard Class",LC-16885,"Lena Creighton",Consumer,"United States","Saint Petersburg",Florida,33710,South,FUR-FU-10001546,Furniture,Furnishings,17.09,2.00,0.20,1.07
7871,US-2026-124191,2026-06-12,2026-06-14,"Second Class",TS-21610,"Troy Staebel",Consumer,"United States",Chicago,Illinois,60610,Central,FUR-FU-10002364,Furniture,Furnishings,8.86,3.00,0.60,-6.86
7872,US-2026-148474,2026-06-12,2026-06-19,"Standard Class",ME-17320,"Maria Etezadi","Home Office","United States",Columbus,Georgia,31907,South,FUR-TA-10002530,Furniture,Tables,452.94,3.00,0.00,67.94
7873,US-2026-108441,2026-06-12,2026-06-18,"Standard Class",SB-20170,"Sarah Bern",Consumer,"United States","New York City","New York",10035,East,OFF-AR-10004691,"Office Supplies",Art,64.14,3.00,0.00,16.68
7874,US-2026-108441,2026-06-12,2026-06-18,"Standard Class",SB-20170,"Sarah Bern",Consumer,"United States","New York City","New York",10035,East,OFF-BI-10000848,"Office Supplies",Binders,13.13,3.00,0.20,4.27
7875,US-2026-148474,2026-06-12,2026-06-19,"Standard Class",ME-17320,"Maria Etezadi","Home Office","United States",Columbus,Georgia,31907,South,OFF-BI-10000977,"Office Supplies",Binders,91.20,3.00,0.00,41.95
7876,US-2026-108441,2026-06-12,2026-06-18,"Standard Class",SB-20170,"Sarah Bern",Consumer,"United States","New York City","New York",10035,East,OFF-PA-10000697,"Office Supplies",Paper,19.04,4.00,0.00,9.33
7877,US-2026-119424,2026-06-12,2026-06-14,"Second Class",SB-20185,"Sarah Brown",Consumer,"United States",Kent,Washington,98031,West,OFF-PA-10001639,"Office Supplies",Paper,19.44,3.00,0.00,9.33
7878,US-2026-117821,2026-06-12,2026-06-16,"Standard Class",HG-15025,"Hunter Glantz",Consumer,"United States",Marion,Ohio,43302,East,TEC-AC-10004469,Technology,Accessories,63.92,2.00,0.20,19.18
7879,US-2026-119424,2026-06-12,2026-06-14,"Second Class",SB-20185,"Sarah Brown",Consumer,"United States",Kent,Washington,98031,West,TEC-PH-10002564,Technology,Phones,71.98,3.00,0.20,9.00
7880,US-2026-104850,2026-06-13,2026-06-19,"Standard Class",TW-21025,"Tamara Willingham","Home Office","United States",Seattle,Washington,98103,West,FUR-CH-10003774,Furniture,Chairs,291.14,4.00,0.20,-25.47
7881,US-2026-102337,2026-06-13,2026-06-16,"First Class",SD-20485,"Shirley Daniels","Home Office","United States",Chicago,Illinois,60653,Central,FUR-CH-10004289,Furniture,Chairs,470.30,7.00,0.30,-87.34
7882,US-2026-122056,2026-06-13,2026-06-17,"Standard Class",PG-18895,"Paul Gonzalez",Consumer,"United States",Springfield,Virginia,22153,South,OFF-AR-10004260,"Office Supplies",Art,181.86,7.00,0.00,50.92
7883,US-2026-102337,2026-06-13,2026-06-16,"First Class",SD-20485,"Shirley Daniels","Home Office","United States",Chicago,Illinois,60653,Central,OFF-ST-10004804,"Office Supplies",Storage,164.74,4.00,0.20,-39.12
7884,US-2026-102337,2026-06-13,2026-06-16,"First Class",SD-20485,"Shirley Daniels","Home Office","United States",Chicago,Illinois,60653,Central,TEC-PH-10002564,Technology,Phones,47.98,2.00,0.20,6.00
7885,US-2026-126914,2026-06-15,2026-06-19,"Standard Class",JE-15715,"Joe Elijah",Consumer,"United States",Monroe,"North Carolina",28110,South,FUR-BO-10000468,Furniture,Bookcases,77.73,2.00,0.20,-3.89
7886,US-2026-126914,2026-06-15,2026-06-19,"Standard Class",JE-15715,"Joe Elijah",Consumer,"United States",Monroe,"North Carolina",28110,South,FUR-CH-10000847,Furniture,Chairs,698.35,3.00,0.20,52.38
7887,US-2026-119284,2026-06-15,2026-06-20,"Standard Class",TS-21205,"Thomas Seio",Corporate,"United States",Nashville,Tennessee,37211,South,FUR-FU-10004351,Furniture,Furnishings,31.17,4.00,0.20,9.35
7888,US-2026-119284,2026-06-15,2026-06-20,"Standard Class",TS-21205,"Thomas Seio",Corporate,"United States",Nashville,Tennessee,37211,South,FUR-TA-10004152,Furniture,Tables,120.96,2.00,0.40,-28.22
7889,US-2026-119284,2026-06-15,2026-06-20,"Standard Class",TS-21205,"Thomas Seio",Corporate,"United States",Nashville,Tennessee,37211,South,OFF-AP-10004249,"Office Supplies",Appliances,76.61,8.00,0.20,6.70
7890,US-2026-111178,2026-06-15,2026-06-22,"Standard Class",TD-20995,"Tamara Dahlen",Consumer,"United States",Quincy,Illinois,62301,Central,OFF-AR-10001954,"Office Supplies",Art,19.56,5.00,0.20,1.71
7891,US-2026-135167,2026-06-15,2026-06-20,"Standard Class",SC-20800,"Stuart Calhoun",Consumer,"United States","Los Angeles",California,90036,West,OFF-AR-10002399,"Office Supplies",Art,4.26,1.00,0.00,1.75
7892,US-2026-169691,2026-06-15,2026-06-18,"First Class",Dp-13240,"Dean percer","Home Office","United States","Maple Grove",Minnesota,55369,Central,OFF-LA-10002312,"Office Supplies",Labels,44.40,3.00,0.00,22.20
7893,US-2026-119284,2026-06-15,2026-06-20,"Standard Class",TS-21205,"Thomas Seio",Corporate,"United States",Nashville,Tennessee,37211,South,OFF-PA-10000312,"Office Supplies",Paper,91.36,5.00,0.20,29.69
7894,US-2026-169691,2026-06-15,2026-06-18,"First Class",Dp-13240,"Dean percer","Home Office","United States","Maple Grove",Minnesota,55369,Central,OFF-PA-10003022,"Office Supplies",Paper,17.94,3.00,0.00,8.79
7895,US-2026-169691,2026-06-15,2026-06-18,"First Class",Dp-13240,"Dean percer","Home Office","United States","Maple Grove",Minnesota,55369,Central,OFF-ST-10001291,"Office Supplies",Storage,84.55,5.00,0.00,22.83
7896,US-2026-119284,2026-06-15,2026-06-20,"Standard Class",TS-21205,"Thomas Seio",Corporate,"United States",Nashville,Tennessee,37211,South,OFF-ST-10001490,"Office Supplies",Storage,142.78,1.00,0.20,17.85
7897,US-2026-119284,2026-06-15,2026-06-20,"Standard Class",TS-21205,"Thomas Seio",Corporate,"United States",Nashville,Tennessee,37211,South,TEC-PH-10000560,Technology,Phones,2239.94,8.00,0.20,223.99
7898,US-2026-119284,2026-06-15,2026-06-20,"Standard Class",TS-21205,"Thomas Seio",Corporate,"United States",Nashville,Tennessee,37211,South,TEC-PH-10001051,Technology,Phones,239.98,3.00,0.20,27.00
7899,US-2026-118864,2026-06-15,2026-06-19,"Second Class",KH-16690,"Kristen Hastings",Corporate,"United States","Los Angeles",California,90032,West,TEC-PH-10001809,Technology,Phones,119.96,1.00,0.20,7.50
7900,US-2026-169901,2026-06-15,2026-06-19,"Standard Class",CC-12550,"Clay Cheatham",Consumer,"United States","San Francisco",California,94122,West,TEC-PH-10002293,Technology,Phones,47.98,3.00,0.20,4.80
7901,US-2026-105214,2026-06-16,2026-06-19,"First Class",TS-21610,"Troy Staebel",Consumer,"United States","San Francisco",California,94122,West,FUR-CH-10000015,Furniture,Chairs,1212.96,7.00,0.20,90.97
7902,US-2026-129462,2026-06-16,2026-06-21,"Second Class",JE-15745,"Joel Eaton",Consumer,"United States",Florence,Kentucky,41042,South,FUR-CH-10000665,Furniture,Chairs,301.96,2.00,0.00,90.59
7903,US-2026-129462,2026-06-16,2026-06-21,"Second Class",JE-15745,"Joel Eaton",Consumer,"United States",Florence,Kentucky,41042,South,OFF-AP-10003884,"Office Supplies",Appliances,180.66,3.00,0.00,50.58
7904,US-2026-111269,2026-06-16,2026-06-18,"Second Class",CS-12355,"Christine Sundaresam",Consumer,"United States",Dublin,Ohio,43017,East,OFF-AR-10001427,"Office Supplies",Art,23.92,5.00,0.20,1.79
7905,US-2026-136826,2026-06-16,2026-06-20,"Standard Class",CB-12535,"Claudia Bergmann",Corporate,"United States","Chapel Hill","North Carolina",27514,South,OFF-AR-10003602,"Office Supplies",Art,14.02,3.00,0.20,4.73
7906,US-2026-132206,2026-06-16,2026-06-21,"Standard Class",MK-17905,"Michael Kennedy",Corporate,"United States",Chicago,Illinois,60653,Central,OFF-BI-10000756,"Office Supplies",Binders,5.94,7.00,0.80,-8.90
7907,US-2026-155873,2026-06-16,2026-06-21,"Standard Class",AB-10255,"Alejandro Ballentine","Home Office","United States",Carlsbad,"New Mexico",88220,West,OFF-PA-10001246,"Office Supplies",Paper,19.44,3.00,0.00,9.33
7908,US-2026-105214,2026-06-16,2026-06-19,"First Class",TS-21610,"Troy Staebel",Consumer,"United States","San Francisco",California,94122,West,OFF-PA-10001776,"Office Supplies",Paper,18.54,2.00,0.00,8.71
7909,US-2026-155873,2026-06-16,2026-06-21,"Standard Class",AB-10255,"Alejandro Ballentine","Home Office","United States",Carlsbad,"New Mexico",88220,West,OFF-PA-10001815,"Office Supplies",Paper,192.16,4.00,0.00,92.24
7910,US-2026-155873,2026-06-16,2026-06-21,"Standard Class",AB-10255,"Alejandro Ballentine","Home Office","United States",Carlsbad,"New Mexico",88220,West,OFF-SU-10001165,"Office Supplies",Supplies,16.68,2.00,0.00,4.34
7911,US-2026-111269,2026-06-16,2026-06-18,"Second Class",CS-12355,"Christine Sundaresam",Consumer,"United States",Dublin,Ohio,43017,East,TEC-AC-10001606,Technology,Accessories,479.95,6.00,0.20,107.99
7912,US-2026-129462,2026-06-16,2026-06-21,"Second Class",JE-15745,"Joel Eaton",Consumer,"United States",Florence,Kentucky,41042,South,TEC-PH-10001557,Technology,Phones,191.98,2.00,0.00,51.83
7913,US-2026-129462,2026-06-16,2026-06-21,"Second Class",JE-15745,"Joel Eaton",Consumer,"United States",Florence,Kentucky,41042,South,TEC-PH-10002085,Technology,Phones,65.99,1.00,0.00,17.16
7914,US-2026-118437,2026-06-17,2026-06-21,"Second Class",PF-19165,"Philip Fox",Consumer,"United States",Olympia,Washington,98502,West,FUR-FU-10004848,Furniture,Furnishings,155.25,3.00,0.00,46.58
7915,US-2026-131618,2026-06-17,2026-06-20,"First Class",LS-17200,"Luke Schmidt",Corporate,"United States",Skokie,Illinois,60076,Central,OFF-BI-10000546,"Office Supplies",Binders,2.30,4.00,0.80,-3.57
7916,US-2026-131618,2026-06-17,2026-06-20,"First Class",LS-17200,"Luke Schmidt",Corporate,"United States",Skokie,Illinois,60076,Central,OFF-BI-10001294,"Office Supplies",Binders,9.36,4.00,0.80,-16.38
7917,US-2026-157833,2026-06-17,2026-06-20,"First Class",KD-16345,"Katherine Ducich",Consumer,"United States","San Francisco",California,94122,West,OFF-BI-10001721,"Office Supplies",Binders,51.31,3.00,0.20,17.96
7918,US-2026-131618,2026-06-17,2026-06-20,"First Class",LS-17200,"Luke Schmidt",Corporate,"United States",Skokie,Illinois,60076,Central,OFF-PA-10001892,"Office Supplies",Paper,12.22,2.00,0.20,4.43
7919,US-2026-146346,2026-06-17,2026-06-20,"First Class",RA-19945,"Ryan Akin",Consumer,"United States","Commerce City",Colorado,80022,West,OFF-ST-10001418,"Office Supplies",Storage,146.35,3.00,0.20,-32.93
7920,US-2026-118437,2026-06-17,2026-06-21,"Second Class",PF-19165,"Philip Fox",Consumer,"United States",Olympia,Washington,98502,West,OFF-ST-10003722,"Office Supplies",Storage,14.03,1.00,0.00,4.07
7921,US-2026-165323,2026-06-17,2026-06-21,"Standard Class",SR-20740,"Steven Roelle","Home Office","United States","New York City","New York",10024,East,TEC-AC-10004992,Technology,Accessories,101.34,3.00,0.00,8.11
7922,US-2026-165323,2026-06-17,2026-06-21,"Standard Class",SR-20740,"Steven Roelle","Home Office","United States","New York City","New York",10024,East,TEC-MA-10003673,Technology,Machines,3404.50,5.00,0.00,1668.21
7923,US-2026-112753,2026-06-18,2026-06-23,"Standard Class",CC-12670,"Craig Carreira",Consumer,"United States","Los Angeles",California,90032,West,FUR-BO-10004015,Furniture,Bookcases,917.92,9.00,0.15,75.59
7924,US-2026-162712,2026-06-18,2026-06-20,"Second Class",NK-18490,"Neil Knudson","Home Office","United States","Corpus Christi",Texas,78415,Central,OFF-PA-10000167,"Office Supplies",Paper,74.35,3.00,0.20,23.24
7925,US-2026-112753,2026-06-18,2026-06-23,"Standard Class",CC-12670,"Craig Carreira",Consumer,"United States","Los Angeles",California,90032,West,OFF-PA-10002036,"Office Supplies",Paper,38.88,6.00,0.00,19.05
7926,CA-2026-184712,2026-06-18,2026-06-20,"Second Class",NC-19470,"Neil Cohen","Home Office",Canada,Halifax,"Nova Scotia",B3H,East,OFF-PA-10000167,"Office Supplies",Paper,74.35,3.00,0.20,23.24
7927,US-2026-128944,2026-06-19,2026-06-21,"Second Class",KH-16330,"Katharine Harms",Corporate,"United States",Newark,Ohio,43055,East,FUR-CH-10000785,Furniture,Chairs,760.12,6.00,0.30,-43.44
7928,US-2026-138870,2026-06-19,2026-06-23,"Standard Class",GA-14515,"George Ashbrook",Consumer,"United States","San Francisco",California,94109,West,FUR-FU-10002396,Furniture,Furnishings,50.32,4.00,0.00,21.13
7929,US-2026-128944,2026-06-19,2026-06-21,"Second Class",KH-16330,"Katharine Harms",Corporate,"United States",Newark,Ohio,43055,East,FUR-FU-10004909,Furniture,Furnishings,38.78,3.00,0.20,7.27
7930,US-2026-154011,2026-06-19,2026-06-26,"Standard Class",DB-13270,"Deborah Brumfield","Home Office","United States",Dallas,Texas,75081,Central,FUR-TA-10000688,Furniture,Tables,457.49,3.00,0.30,-84.96
7931,US-2026-102288,2026-06-19,2026-06-23,"Standard Class",ZC-21910,"Zuschuss Carroll",Consumer,"United States",Houston,Texas,77095,Central,OFF-AP-10002906,"Office Supplies",Appliances,0.44,1.00,0.80,-1.11
7932,US-2026-102288,2026-06-19,2026-06-23,"Standard Class",ZC-21910,"Zuschuss Carroll",Consumer,"United States",Houston,Texas,77095,Central,OFF-AP-10004655,"Office Supplies",Appliances,2.26,1.00,0.80,-5.21
7933,US-2026-154011,2026-06-19,2026-06-26,"Standard Class",DB-13270,"Deborah Brumfield","Home Office","United States",Dallas,Texas,75081,Central,OFF-BI-10003166,"Office Supplies",Binders,6.89,3.00,0.80,-11.02
7934,US-2026-169999,2026-06-19,2026-06-26,"Standard Class",JS-15685,"Jim Sink",Corporate,"United States","New York City","New York",10035,East,OFF-BI-10004728,"Office Supplies",Binders,11.57,3.00,0.20,3.76
7935,US-2026-102288,2026-06-19,2026-06-23,"Standard Class",ZC-21910,"Zuschuss Carroll",Consumer,"United States",Houston,Texas,77095,Central,OFF-PA-10000740,"Office Supplies",Paper,146.18,8.00,0.20,47.51
7936,US-2026-140844,2026-06-19,2026-06-23,"Standard Class",AR-10405,"Allen Rosenblatt",Corporate,"United States","New York City","New York",10035,East,OFF-PA-10003892,"Office Supplies",Paper,97.82,2.00,0.00,45.98
7937,US-2026-138870,2026-06-19,2026-06-23,"Standard Class",GA-14515,"George Ashbrook",Consumer,"United States","San Francisco",California,94109,West,OFF-PA-10004438,"Office Supplies",Paper,24.56,2.00,0.00,11.54
7938,US-2026-169999,2026-06-19,2026-06-26,"Standard Class",JS-15685,"Jim Sink",Corporate,"United States","New York City","New York",10035,East,OFF-ST-10001511,"Office Supplies",Storage,129.30,2.00,0.00,6.47
7939,US-2026-141992,2026-06-19,2026-06-25,"Standard Class",FO-14305,"Frank Olsen",Consumer,"United States",Dallas,Texas,75220,Central,OFF-ST-10003656,"Office Supplies",Storage,153.58,2.00,0.20,-32.64
7940,US-2026-141992,2026-06-19,2026-06-25,"Standard Class",FO-14305,"Frank Olsen",Consumer,"United States",Dallas,Texas,75220,Central,OFF-SU-10002557,"Office Supplies",Supplies,11.18,1.00,0.20,0.84
7941,US-2026-140844,2026-06-19,2026-06-23,"Standard Class",AR-10405,"Allen Rosenblatt",Corporate,"United States","New York City","New York",10035,East,TEC-AC-10001101,Technology,Accessories,103.12,8.00,0.00,10.31
7942,US-2026-128944,2026-06-19,2026-06-21,"Second Class",KH-16330,"Katharine Harms",Corporate,"United States",Newark,Ohio,43055,East,TEC-AC-10001553,Technology,Accessories,122.33,9.00,0.20,1.53
7943,US-2026-106852,2026-06-20,2026-06-27,"Standard Class",ST-20530,"Shui Tom",Consumer,"United States",Parma,Ohio,44134,East,OFF-AR-10003829,"Office Supplies",Art,5.25,2.00,0.20,0.59
7944,US-2026-132934,2026-06-20,2026-06-26,"Standard Class",JE-15475,"Jeremy Ellison",Consumer,"United States","New Rochelle","New York",10801,East,OFF-BI-10001098,"Office Supplies",Binders,51.31,3.00,0.20,18.60
7945,US-2026-101434,2026-06-20,2026-06-27,"Standard Class",TR-21325,"Toby Ritter",Consumer,"United States",Belleville,"New Jersey",7109,East,OFF-LA-10003223,"Office Supplies",Labels,9.82,2.00,0.00,4.81
7946,US-2026-135986,2026-06-20,2026-06-27,"Standard Class",PG-18895,"Paul Gonzalez",Consumer,"United States",Richmond,Virginia,23223,South,OFF-PA-10001534,"Office Supplies",Paper,32.40,5.00,0.00,15.55
7947,US-2026-106852,2026-06-20,2026-06-27,"Standard Class",ST-20530,"Shui Tom",Consumer,"United States",Parma,Ohio,44134,East,OFF-PA-10001639,"Office Supplies",Paper,31.10,6.00,0.20,10.89
7948,US-2026-151218,2026-06-20,2026-06-23,"First Class",PJ-19015,"Pauline Johnson",Consumer,"United States",Miami,Florida,33180,South,OFF-ST-10004835,"Office Supplies",Storage,4.46,1.00,0.20,0.33
7949,US-2026-132934,2026-06-20,2026-06-26,"Standard Class",JE-15475,"Jeremy Ellison",Consumer,"United States","New Rochelle","New York",10801,East,TEC-AC-10000927,Technology,Accessories,149.95,5.00,0.00,15.00
7950,US-2026-101434,2026-06-20,2026-06-27,"Standard Class",TR-21325,"Toby Ritter",Consumer,"United States",Belleville,"New Jersey",7109,East,TEC-AC-10002402,Technology,Accessories,239.97,3.00,0.00,71.99
7951,US-2026-135986,2026-06-20,2026-06-27,"Standard Class",PG-18895,"Paul Gonzalez",Consumer,"United States",Richmond,Virginia,23223,South,TEC-PH-10003691,Technology,Phones,503.96,4.00,0.00,125.99
7952,US-2026-101049,2026-06-21,2026-06-25,"Second Class",AS-10240,"Alan Shonely",Consumer,"United States",Cleveland,Ohio,44105,East,FUR-FU-10004415,Furniture,Furnishings,17.92,5.00,0.20,2.46
7953,US-2026-124744,2026-06-21,2026-06-25,"Standard Class",EH-14125,"Eugene Hildebrand","Home Office","United States",Wheeling,"West Virginia",26003,East,OFF-BI-10000145,"Office Supplies",Binders,6.24,2.00,0.00,3.06
7954,US-2026-101049,2026-06-21,2026-06-25,"Second Class",AS-10240,"Alan Shonely",Consumer,"United States",Cleveland,Ohio,44105,East,OFF-BI-10001510,"Office Supplies",Binders,41.26,6.00,0.70,-34.38
7955,US-2026-124744,2026-06-21,2026-06-25,"Standard Class",EH-14125,"Eugene Hildebrand","Home Office","United States",Wheeling,"West Virginia",26003,East,OFF-BI-10002852,"Office Supplies",Binders,82.40,5.00,0.00,40.38
7956,US-2026-124744,2026-06-21,2026-06-25,"Standard Class",EH-14125,"Eugene Hildebrand","Home Office","United States",Wheeling,"West Virginia",26003,East,OFF-PA-10001970,"Office Supplies",Paper,447.84,8.00,0.00,219.44
7957,US-2026-105823,2026-06-22,2026-06-26,"Standard Class",RB-19465,"Rick Bensley","Home Office","United States",Detroit,Michigan,48227,Central,FUR-CH-10000454,Furniture,Chairs,487.96,2.00,0.00,146.39
7958,US-2026-155936,2026-06-22,2026-06-29,"Standard Class",JK-15730,"Joe Kamberova",Consumer,"United States",Chicago,Illinois,60653,Central,OFF-BI-10002432,"Office Supplies",Binders,3.04,3.00,0.80,-5.01
7959,US-2026-165757,2026-06-22,2026-06-28,"Standard Class",PL-18925,"Paul Lucas","Home Office","United States",Philadelphia,Pennsylvania,19140,East,OFF-BI-10003166,"Office Supplies",Binders,10.33,3.00,0.70,-7.58
7960,US-2026-165757,2026-06-22,2026-06-28,"Standard Class",PL-18925,"Paul Lucas","Home Office","United States",Philadelphia,Pennsylvania,19140,East,OFF-BI-10003982,"Office Supplies",Binders,31.16,5.00,0.70,-23.89
7961,US-2026-133781,2026-06-22,2026-06-23,"First Class",DC-12850,"Dan Campbell",Consumer,"United States",Miami,Florida,33178,South,OFF-EN-10004483,"Office Supplies",Envelopes,37.61,3.00,0.20,12.69
7962,US-2026-165757,2026-06-22,2026-06-28,"Standard Class",PL-18925,"Paul Lucas","Home Office","United States",Philadelphia,Pennsylvania,19140,East,OFF-ST-10004835,"Office Supplies",Storage,8.93,2.00,0.20,0.67
7963,US-2026-136350,2026-06-24,2026-06-26,"Second Class",GA-14515,"George Ashbrook",Consumer,"United States","New York City","New York",10011,East,FUR-CH-10001891,Furniture,Chairs,172.76,2.00,0.10,32.63
7964,US-2026-136350,2026-06-24,2026-06-26,"Second Class",GA-14515,"George Ashbrook",Consumer,"United States","New York City","New York",10011,East,FUR-FU-10003601,Furniture,Furnishings,276.69,3.00,0.00,49.80
7965,US-2026-100384,2026-06-24,2026-07-01,"Standard Class",NH-18610,"Nicole Hansen",Corporate,"United States",Pomona,California,91767,West,OFF-AR-10002135,"Office Supplies",Art,385.60,8.00,0.00,111.82
7966,US-2026-100384,2026-06-24,2026-07-01,"Standard Class",NH-18610,"Nicole Hansen",Corporate,"United States",Pomona,California,91767,West,OFF-AR-10003514,"Office Supplies",Art,35.82,9.00,0.00,11.82
7967,US-2026-122105,2026-06-24,2026-06-28,"Standard Class",CJ-12010,"Caroline Jumper",Consumer,"United States","Huntington Beach",California,92646,West,OFF-AR-10004344,"Office Supplies",Art,95.92,8.00,0.00,25.90
7968,US-2026-132955,2026-06-24,2026-06-28,"Standard Class",SC-20575,"Sonia Cooley",Consumer,"United States",Cranston,"Rhode Island",2920,East,OFF-BI-10002735,"Office Supplies",Binders,102.93,3.00,0.00,48.38
7969,US-2026-151316,2026-06-24,2026-06-30,"Standard Class",MC-17635,"Matthew Clasen",Corporate,"United States",Decatur,Illinois,62521,Central,OFF-BI-10004632,"Office Supplies",Binders,182.99,3.00,0.80,-320.24
7970,US-2026-159107,2026-06-24,2026-06-26,"Second Class",KT-16480,"Kean Thornton",Consumer,"United States","San Francisco",California,94110,West,OFF-FA-10001332,"Office Supplies",Fasteners,2.88,1.00,0.00,1.35
7971,US-2026-151316,2026-06-24,2026-06-30,"Standard Class",MC-17635,"Matthew Clasen",Corporate,"United States",Decatur,Illinois,62521,Central,OFF-PA-10000327,"Office Supplies",Paper,10.27,3.00,0.20,3.21
7972,US-2026-105074,2026-06-24,2026-06-29,"Standard Class",MB-17305,"Maria Bertelson",Consumer,"United States",Akron,Ohio,44312,East,OFF-PA-10002666,"Office Supplies",Paper,21.74,3.00,0.20,6.80
7973,US-2026-116127,2026-06-25,2026-06-27,"Second Class",SB-20185,"Sarah Brown",Consumer,"United States","New York City","New York",10024,East,FUR-BO-10002213,Furniture,Bookcases,400.78,1.00,0.20,-5.01
